UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Shift,Downtime_min,Quantity_Produced,Ideal_Production_per_Hour
4736,L51915,L,303.2,311.5,1544,42.5,4.415726834027417,0,0,0,0,0,0,2025-08-28 21:00:00,2,0,54,50
4737,L51916,L,303.2,311.5,1513,37.9,6.095191163092837,0,0,0,0,0,0,2025-08-28 22:00:00,3,0,53,50
4738,M19597,M,303.2,311.5,1336,58.2,7.45653408458433,0,0,1,0,0,0,2025-08-28 23:00:00,3,0,54,50
4739,M19598,M,303.2,311.4,2102,19.0,9.103527917428197,0,0,0,0,0,0,2025-08-29 00:00:00,3,0,55,50
4740,L51919,L,303.2,311.4,1351,53.8,10.184877424877945,0,0,1,0,0,0,2025-08-29 01:00:00,3,0,50,50
4741,L51920,L,303.3,311.5,1601,35.2,12.097818156222255,0,0,0,0,0,0,2025-08-29 03:00:00,3,0,50,50
4742,L51921,L,303.2,311.3,1393,52.9,13.665229747629798,0,0,0,0,0,0,2025-08-29 04:00:00,3,0,51,50
4743,L51922,L,303.3,311.3,1592,33.7,15.085091556328805,0,0,0,0,0,0,2025-08-29 05:00:00,3,0,52,50
4744,L51923,L,303.3,311.3,1409,51.8,16.36427070610514,0,0,0,0,0,0,2025-08-29 06:00:00,1,0,52,50
4745,L51924,L,303.3,311.3,1393,47.4,17.711770662878013,0,0,0,0,0,0,2025-08-29 07:00:00,1,0,51,50
4746,H34159,H,303.2,311.2,1475,43.1,19.012351654906134,0,0,0,0,0,0,2025-08-29 08:00:00,1,0,50,50
4747,L51926,L,303.2,311.2,1427,45.6,20.0624146267445,0,0,0,0,0,0,2025-08-29 09:00:00,1,0,54,50
4748,L51927,L,303.3,311.2,1763,27.3,21.35770495849521,0,0,0,0,0,0,2025-08-29 10:00:00,1,0,53,50
4749,L51928,L,303.2,311.2,1363,46.7,0.0,1,0,1,0,0,0,2025-08-29 11:00:00,1,60,5,50
4750,L51929,L,303.2,311.2,1404,50.9,0.8098836682588884,0,0,0,0,0,0,2025-08-29 12:00:00,1,0,47,50
4751,M19610,M,303.2,311.2,1688,31.9,2.1017484101747748,0,0,0,0,0,0,2025-08-29 13:00:00,1,0,52,50
4752,L51931,L,303.3,311.4,1510,37.3,2.7298015791646226,0,0,0,0,0,0,2025-08-29 14:00:00,2,0,50,50
4753,H34166,H,303.3,311.3,1502,39.5,3.4080602807555618,0,0,0,0,0,0,2025-08-29 15:00:00,2,0,45,50
4754,H34167,H,303.2,311.4,1607,36.6,4.5392005924202525,0,0,0,0,0,0,2025-08-29 16:00:00,2,0,52,50
4755,M19614,M,303.3,311.5,1384,54.8,6.128041083295706,0,0,0,0,0,0,2025-08-29 17:00:00,2,0,50,50
4756,L51935,L,303.4,311.7,1295,51.3,0.0,1,0,1,0,0,0,2025-08-29 18:00:00,2,60,7,50
4757,H34170,H,303.4,311.7,1991,19.0,0.5747004243415652,0,0,0,0,0,0,2025-08-29 19:00:00,2,0,48,50
4758,L51937,L,303.4,311.6,1497,42.8,1.1658543269359265,0,0,0,0,0,0,2025-08-29 20:00:00,2,0,47,50
4759,L51938,L,303.5,311.6,1465,48.7,3.1223621023953894,0,0,0,0,0,0,2025-08-29 21:00:00,2,0,45,50
4760,L51939,L,303.5,311.6,1361,46.5,4.377267774546266,0,0,1,0,0,0,2025-08-29 22:00:00,3,0,49,50
4761,L51940,L,303.6,311.7,1546,38.5,6.35066461657981,0,0,0,0,0,0,2025-08-29 23:00:00,3,0,45,50
4762,H34175,H,303.7,311.9,1332,52.7,7.79965368047412,0,0,1,0,0,0,2025-08-30 00:00:00,3,0,45,50
4763,M19622,M,303.7,312.0,2663,11.4,9.39143748254934,0,0,0,1,0,0,2025-08-30 01:00:00,3,0,48,50
4764,L51943,L,303.7,312.1,1443,45.9,9.989342471224832,0,0,0,0,0,0,2025-08-30 03:00:00,3,0,53,50
4765,M19624,M,303.7,312.0,1402,48.6,10.604351044177267,0,0,0,0,0,0,2025-08-30 04:00:00,3,0,46,50
4766,L51945,L,303.7,312.0,1892,22.5,11.113544015147788,0,0,0,0,0,0,2025-08-30 05:00:00,3,0,47,50
4767,M19626,M,303.6,312.0,1645,35.7,12.976583164602147,0,0,0,0,0,0,2025-08-30 06:00:00,1,0,47,50
4768,L51947,L,303.6,311.9,1473,50.1,14.85741442167173,0,0,0,0,0,0,2025-08-30 07:00:00,1,0,47,50
4769,L51948,L,303.6,312.0,1309,52.9,16.396778149023852,0,0,1,0,0,0,2025-08-30 08:00:00,1,0,54,50
4770,H34183,H,303.6,311.9,1544,37.1,16.96159869834885,0,0,0,0,0,0,2025-08-30 09:00:00,1,0,46,50
4771,L51950,L,303.5,311.9,1344,49.3,18.646101392519604,0,0,1,0,0,0,2025-08-30 10:00:00,1,0,52,50
4772,M19631,M,303.6,311.9,1617,36.0,19.161237000052427,0,0,0,0,0,0,2025-08-30 11:00:00,1,0,47,50
4773,M19632,M,303.6,312.0,1435,37.9,21.109675584308818,0,0,0,0,0,0,2025-08-30 12:00:00,1,0,52,50
4774,L51953,L,303.6,312.0,1391,50.3,22.712451499635804,0,0,0,0,0,0,2025-08-30 13:00:00,1,0,47,50
4775,L51954,L,303.6,312.0,1827,23.3,24.321578370134603,0,0,0,0,0,0,2025-08-30 14:00:00,2,0,49,50
4776,L51955,L,303.5,312.0,1761,25.8,25.30371028685211,0,0,0,0,0,0,2025-08-30 15:00:00,2,0,51,50
4777,L51956,L,303.5,312.1,1522,36.4,26.613808859778366,0,0,0,0,0,0,2025-08-30 16:00:00,2,0,49,50
4778,M19637,M,303.5,312.2,1818,23.6,27.98699091600812,0,0,0,0,0,0,2025-08-30 17:00:00,2,0,55,50
4779,H34192,H,303.6,312.2,1371,54.6,29.326929269852346,0,0,1,0,0,0,2025-08-30 18:00:00,2,0,55,50
4780,L51959,L,303.7,312.3,1511,38.9,0.0,1,0,0,0,0,0,2025-08-30 19:00:00,2,60,7,50
4781,L51960,L,303.7,312.4,1404,46.6,1.8266269622669564,0,0,0,0,0,0,2025-08-30 20:00:00,2,0,51,50
4782,L51961,L,303.7,312.3,1384,45.9,2.7840289188134477,0,0,0,0,0,0,2025-08-30 21:00:00,2,0,50,50
4783,L51962,L,303.8,312.5,1368,52.6,3.7331480891833966,0,0,0,0,0,0,2025-08-30 22:00:00,3,0,51,50
4784,L51963,L,303.7,312.5,1641,36.0,5.244064762792932,0,0,0,0,0,0,2025-08-30 23:00:00,3,0,48,50
4785,L51964,L,303.9,312.6,1642,32.3,6.833600289364056,0,0,0,0,0,0,2025-09-01 00:00:00,3,0,48,50
4786,H34199,H,303.9,312.7,1401,50.0,7.975139653038363,0,0,0,0,0,0,2025-09-01 01:00:00,3,0,52,50
4787,L51966,L,303.8,312.6,1577,41.3,8.78666579613476,0,0,0,0,0,0,2025-09-01 03:00:00,3,0,45,50
4788,L51967,L,303.7,312.6,1396,44.1,9.55227217900867,0,0,0,0,0,0,2025-09-01 04:00:00,3,0,54,50
4789,H34202,H,303.7,312.6,1514,35.5,11.04035868034978,0,0,0,0,0,0,2025-09-01 05:00:00,3,0,52,50
4790,L51969,L,303.8,312.8,1646,35.8,13.038625921126727,0,0,0,0,0,0,2025-09-01 06:00:00,1,0,54,50
4791,L51970,L,303.8,312.8,1443,40.7,14.095414275345718,0,0,0,0,0,0,2025-09-01 07:00:00,1,0,51,50
4792,M19651,M,303.7,312.7,1469,48.5,14.964555479488883,0,0,0,0,0,0,2025-09-01 08:00:00,1,0,50,50
4793,H34206,H,303.7,312.7,1564,40.2,16.65937831055863,0,0,0,0,0,0,2025-09-01 09:00:00,1,0,48,50
4794,H34207,H,303.6,312.6,1498,40.2,18.22057129589141,0,0,0,0,0,0,2025-09-01 10:00:00,1,0,49,50
4795,L51974,L,303.6,312.6,1699,27.9,19.62263561305615,0,0,0,0,0,0,2025-09-01 11:00:00,1,0,55,50
4796,L51975,L,303.6,312.5,1431,49.0,20.694999491634423,0,0,0,0,0,0,2025-09-01 12:00:00,1,0,49,50
4797,L51976,L,303.5,312.4,1390,47.3,21.80059899779182,0,0,0,0,0,0,2025-09-01 13:00:00,1,0,52,50
4798,L51977,L,303.5,312.5,1380,46.1,23.71725594132431,0,0,0,0,0,0,2025-09-01 14:00:00,2,0,46,50
4799,L51978,L,303.5,312.5,1457,46.4,24.622883556927675,0,0,0,0,0,0,2025-09-01 15:00:00,2,0,52,50
4800,L51979,L,303.5,312.5,1418,42.2,26.53961537669554,0,0,0,0,0,0,2025-09-01 16:00:00,2,0,47,50
4801,M19660,M,303.5,312.5,1353,51.0,28.324065667241257,0,0,0,0,0,0,2025-09-01 17:00:00,2,0,55,50
4802,L51981,L,303.5,312.4,1574,32.7,29.361428142296734,0,0,0,0,0,0,2025-09-01 18:00:00,2,0,50,50
4803,M19662,M,303.5,312.4,1318,54.2,30.756097515645003,0,0,0,0,0,0,2025-09-01 19:00:00,2,0,48,50
4804,L51983,L,303.6,312.5,1710,31.4,31.510856665596876,0,0,0,0,0,0,2025-09-01 20:00:00,2,0,52,50
4805,L51984,L,303.7,312.6,1621,38.8,33.14363757696927,0,0,0,0,0,0,2025-09-01 21:00:00,2,0,52,50
4806,L51985,L,303.6,312.6,1606,33.6,33.721771358912655,0,0,0,0,0,0,2025-09-01 22:00:00,3,0,46,50
4807,H34220,H,303.6,312.5,1375,54.0,34.67390872661049,0,0,0,0,0,0,2025-09-01 23:00:00,3,0,45,50
4808,L51987,L,303.5,312.4,1503,36.5,36.24277564148138,0,0,0,0,0,0,2025-09-02 00:00:00,3,0,50,50
4809,L51988,L,303.5,312.3,1404,48.6,38.106337053452734,0,0,0,0,0,0,2025-09-02 01:00:00,3,0,45,50
4810,L51989,L,303.4,312.2,1656,32.7,38.94085601557055,0,0,0,0,0,0,2025-09-02 03:00:00,3,0,47,50
4811,M19670,M,303.4,312.1,1499,39.4,39.572510361222065,0,0,0,0,0,0,2025-09-02 04:00:00,3,0,54,50
4812,M19671,M,303.4,312.0,1748,28.4,40.85562071792806,0,0,0,0,0,0,2025-09-02 05:00:00,3,0,48,50
4813,L51992,L,303.4,311.9,1531,37.9,42.3378376679736,0,0,0,0,0,0,2025-09-02 06:00:00,1,0,51,50
4814,M19673,M,303.3,311.8,1536,40.6,0.0,1,0,0,0,0,0,2025-09-02 07:00:00,1,60,1,50
4815,L51994,L,303.4,311.8,1401,53.0,1.8671408282797213,0,0,0,0,1,0,2025-09-02 08:00:00,1,0,51,50
4816,H34229,H,303.4,311.9,1534,33.2,2.6232650696114588,0,0,0,0,0,0,2025-09-02 09:00:00,1,0,52,50
4817,L51996,L,303.4,312.0,1521,35.9,4.178276501389858,0,1,0,0,0,0,2025-09-02 10:00:00,1,0,54,50
4818,L51997,L,303.5,312.1,1674,30.8,5.539147964809252,0,0,0,0,0,0,2025-09-02 11:00:00,1,0,49,50
4819,M19678,M,303.6,312.1,1967,20.9,7.019847228809677,0,0,0,0,0,0,2025-09-02 12:00:00,1,0,50,50
4820,L51999,L,303.6,312.2,1696,30.7,8.049901418122303,0,0,0,0,0,0,2025-09-02 13:00:00,1,0,55,50
4821,M19680,M,303.6,312.1,1627,32.5,8.649637610884453,0,0,0,0,0,0,2025-09-02 14:00:00,2,0,45,50
4822,L52001,L,303.5,311.9,1405,45.6,9.660862764189478,0,0,0,0,0,0,2025-09-02 15:00:00,2,0,55,50
4823,L52002,L,303.5,311.9,1565,38.9,10.329271901682842,0,0,0,0,0,0,2025-09-02 16:00:00,2,0,54,50
4824,L52003,L,303.5,311.9,1493,38.7,11.745394644114306,0,0,0,0,0,0,2025-09-02 17:00:00,2,0,45,50
4825,L52004,L,303.4,311.8,1499,45.0,13.632249973644406,0,0,0,0,0,0,2025-09-02 18:00:00,2,0,49,50
4826,L52005,L,303.3,311.8,1692,30.6,14.783184912179305,0,0,0,0,0,0,2025-09-02 19:00:00,2,0,50,50
4827,L52006,L,303.4,311.8,2268,15.8,15.376661499753084,0,0,0,0,0,0,2025-09-02 20:00:00,2,0,52,50
4828,L52007,L,303.4,311.8,1438,58.9,16.272702143298453,0,0,0,0,0,0,2025-09-02 21:00:00,2,0,53,50
4829,L52008,L,303.5,311.9,1515,39.2,17.579174839279972,0,0,0,0,0,0,2025-09-02 22:00:00,3,0,51,50
4830,L52009,L,303.4,311.9,1491,38.2,18.387582217838673,0,0,0,0,0,0,2025-09-02 23:00:00,3,0,54,50
4831,L52010,L,303.5,312.0,1756,29.7,0.0,1,0,0,0,0,0,2025-09-03 00:00:00,3,60,1,50
4832,L52011,L,303.5,312.0,1366,54.5,1.539212590773651,0,0,1,0,0,0,2025-09-03 01:00:00,3,0,55,50
4833,L52012,L,303.5,312.0,1436,45.1,3.2893228487941126,0,0,0,0,0,0,2025-09-03 03:00:00,3,0,53,50
4834,L52013,L,303.4,311.9,1377,41.6,4.118374946392017,0,0,1,0,0,0,2025-09-03 04:00:00,3,0,49,50
4835,M19694,M,303.4,311.9,1510,42.2,5.558540407461363,0,0,0,0,0,0,2025-09-03 05:00:00,3,0,49,50
4836,M19695,M,303.4,311.9,1419,50.9,6.764352636530326,0,0,0,0,0,0,2025-09-03 06:00:00,1,0,50,50
4837,L52016,L,303.3,311.8,1315,62.0,8.123485486457607,0,0,1,0,0,0,2025-09-03 07:00:00,1,0,49,50
4838,H34251,H,303.3,311.8,1806,27.7,9.89719044069929,0,0,0,0,0,0,2025-09-03 08:00:00,1,0,47,50
4839,H34252,H,303.3,311.8,1649,29.4,10.988706655549551,0,0,0,0,0,0,2025-09-03 09:00:00,1,0,55,50
4840,H34253,H,303.4,311.9,1402,50.0,11.947291154504395,0,0,0,0,0,0,2025-09-03 10:00:00,1,0,50,50
4841,L52020,L,303.4,311.9,1298,63.9,12.568813493751291,0,0,1,0,0,0,2025-09-03 11:00:00,1,0,46,50
4842,M19701,M,303.3,311.8,1441,44.9,13.298467250949491,0,0,0,0,0,0,2025-09-03 12:00:00,1,0,45,50
4843,M19702,M,303.3,311.8,1489,49.4,13.805666988175547,0,0,0,0,0,0,2025-09-03 13:00:00,1,0,50,50
4844,L52023,L,303.3,311.8,1842,24.5,14.765284489206467,0,0,0,0,0,0,2025-09-03 14:00:00,2,0,51,50
4845,M19704,M,303.4,311.8,1316,50.9,16.078089403786194,0,0,1,0,0,0,2025-09-03 15:00:00,2,0,55,50
4846,M19705,M,303.3,311.8,1583,33.3,16.800542005997816,0,0,0,0,0,0,2025-09-03 16:00:00,2,0,54,50
4847,M19706,M,303.3,311.8,1548,33.5,17.625466059661946,0,0,0,0,0,0,2025-09-03 17:00:00,2,0,54,50
4848,L52027,L,303.4,311.9,1434,44.6,18.173789100337505,0,0,0,0,0,0,2025-09-03 18:00:00,2,0,48,50
4849,H34262,H,303.5,312.0,1397,52.9,18.97243369144261,0,0,0,0,0,0,2025-09-03 19:00:00,2,0,45,50
4850,M19709,M,303.5,312.0,1475,42.9,20.516779581728827,0,0,0,0,0,0,2025-09-03 20:00:00,2,0,54,50
4851,L52030,L,303.5,312.0,1441,56.8,22.19265434624763,0,0,0,0,0,0,2025-09-03 21:00:00,2,0,52,50
4852,L52031,L,303.7,312.1,1363,51.8,23.0437686522238,0,0,1,0,0,0,2025-09-03 22:00:00,3,0,47,50
4853,L52032,L,303.7,312.2,1619,34.9,23.91953130605255,0,0,0,0,0,0,2025-09-03 23:00:00,3,0,48,50
4854,L52033,L,303.7,312.2,1487,34.0,24.489485156744937,0,0,0,0,0,0,2025-09-04 00:00:00,3,0,46,50
4855,L52034,L,303.7,312.2,1568,33.8,26.079192471988684,0,0,0,0,0,0,2025-09-04 01:00:00,3,0,46,50
4856,L52035,L,303.7,312.3,1375,46.2,27.97793628375929,0,0,0,0,0,0,2025-09-04 03:00:00,3,0,48,50
4857,M19716,M,303.6,312.3,1698,31.3,29.940589135409592,0,0,0,0,0,0,2025-09-04 04:00:00,3,0,53,50
4858,L52037,L,303.7,312.3,1606,37.4,0.0,1,0,0,0,0,0,2025-09-04 05:00:00,3,60,5,50
4859,L52038,L,303.7,312.3,1349,51.0,1.5530535027232133,0,0,0,0,0,0,2025-09-04 06:00:00,1,0,55,50
4860,L52039,L,303.7,312.4,1535,38.6,2.707456794396557,0,0,0,0,0,0,2025-09-04 07:00:00,1,0,45,50
4861,M19720,M,303.6,312.4,1504,49.5,3.6164025576978154,0,0,0,0,0,0,2025-09-04 08:00:00,1,0,52,50
4862,L52041,L,303.5,312.3,1946,21.1,4.7784426757262475,0,0,0,0,0,0,2025-09-04 09:00:00,1,0,46,50
4863,L52042,L,303.5,312.1,1326,55.7,5.595648155800867,0,0,0,0,0,0,2025-09-04 10:00:00,1,0,51,50
4864,M19723,M,303.6,312.3,1915,22.3,6.615933672194201,0,0,0,0,0,0,2025-09-04 11:00:00,1,0,48,50
4865,L52044,L,303.6,312.3,1451,43.4,7.167539113765643,0,0,0,0,0,0,2025-09-04 12:00:00,1,0,47,50
4866,M19725,M,303.5,312.3,1624,34.8,8.669894639231659,0,0,0,0,0,0,2025-09-04 13:00:00,1,0,50,50
4867,L52046,L,303.6,312.4,1781,28.7,0.0,1,0,0,0,0,0,2025-09-04 14:00:00,2,60,4,50
4868,L52047,L,303.6,312.5,1345,54.1,1.314677457795888,0,0,0,0,0,0,2025-09-04 15:00:00,2,0,46,50
4869,L52048,L,303.6,312.4,1418,46.0,2.304907917173486,0,0,0,0,0,0,2025-09-04 16:00:00,2,0,52,50
4870,L52049,L,303.7,312.4,1718,26.5,3.43281843111306,0,0,0,0,0,0,2025-09-04 17:00:00,2,0,55,50
4871,M19730,M,303.7,312.4,1631,28.5,4.742078292089503,0,0,0,0,0,0,2025-09-04 18:00:00,2,0,50,50
4872,L52051,L,303.7,312.4,1513,40.1,6.399403195021229,0,0,0,0,0,0,2025-09-04 19:00:00,2,0,54,50
4873,L52052,L,303.7,312.4,1316,59.3,7.57034050483017,0,0,0,0,0,0,2025-09-04 20:00:00,2,0,52,50
4874,M19733,M,303.7,312.4,1474,38.8,9.388933511658546,0,0,0,0,0,0,2025-09-04 21:00:00,2,0,47,50
4875,L52054,L,303.8,312.5,1619,30.9,11.010172945480646,0,0,0,0,0,0,2025-09-04 22:00:00,3,0,47,50
4876,L52055,L,303.7,312.4,1702,31.2,11.68154562536773,0,0,0,0,0,0,2025-09-04 23:00:00,3,0,54,50
4877,M19736,M,303.7,312.4,1540,37.4,12.275183400891502,0,0,0,0,0,0,2025-09-05 00:00:00,3,0,52,50
4878,M19737,M,303.7,312.4,1546,33.7,14.232011585832675,0,0,0,0,0,0,2025-09-05 01:00:00,3,0,54,50
4879,L52058,L,303.7,312.4,1348,51.0,14.871279215628606,0,0,0,0,0,0,2025-09-05 03:00:00,3,0,52,50
4880,H34293,H,303.7,312.5,1520,35.6,16.38827177196695,0,0,0,0,0,0,2025-09-05 04:00:00,3,0,50,50
4881,M19740,M,303.8,312.6,1527,41.9,17.83895440128445,0,0,0,0,0,0,2025-09-05 05:00:00,3,0,46,50
4882,M19741,M,303.8,312.6,1406,47.1,0.0,1,0,0,0,0,0,2025-09-05 06:00:00,1,60,4,50
4883,L52062,L,303.7,312.5,1462,46.2,0.9586392307152567,0,0,0,0,0,0,2025-09-05 07:00:00,1,0,49,50
4884,M19743,M,303.8,312.6,1684,29.3,2.4131557036923907,0,0,0,0,0,0,2025-09-05 08:00:00,1,0,52,50
4885,H34298,H,303.8,312.5,1655,28.0,3.563274969580066,0,0,0,0,0,0,2025-09-05 09:00:00,1,0,53,50
4886,H34299,H,303.8,312.5,1748,25.1,5.3946584556583534,0,0,0,0,0,0,2025-09-05 10:00:00,1,0,53,50
4887,L52066,L,303.8,312.5,1372,45.7,6.315349185936121,0,0,0,0,0,0,2025-09-05 11:00:00,1,0,54,50
4888,L52067,L,303.7,312.5,1481,33.3,7.486418919893222,0,0,0,0,0,0,2025-09-05 12:00:00,1,0,47,50
4889,L52068,L,303.7,312.4,1512,39.2,8.843576897116249,0,0,0,0,0,0,2025-09-05 13:00:00,1,0,47,50
4890,L52069,L,303.7,312.5,1632,36.6,9.832854489033112,0,0,0,0,0,0,2025-09-05 14:00:00,2,0,51,50
4891,L52070,L,303.7,312.4,1525,43.9,11.310682624857606,0,0,0,0,0,0,2025-09-05 15:00:00,2,0,45,50
4892,M19751,M,303.7,312.3,1756,26.4,12.435687749667162,0,0,0,0,0,0,2025-09-05 16:00:00,2,0,52,50
4893,L52072,L,303.7,312.3,1922,23.1,14.106347209533928,0,0,0,0,0,0,2025-09-05 17:00:00,2,0,50,50
4894,M19753,M,303.8,312.5,1448,44.3,15.141181545066463,0,0,0,0,0,0,2025-09-05 18:00:00,2,0,50,50
4895,H34308,H,303.8,312.5,1447,46.6,15.724194542892143,0,0,0,0,0,0,2025-09-05 19:00:00,2,0,54,50
4896,M19755,M,303.8,312.4,1597,33.4,17.46023848154706,0,0,0,0,0,0,2025-09-05 20:00:00,2,0,46,50
4897,M19756,M,303.7,312.4,1642,32.3,18.256615360289537,0,0,0,0,0,0,2025-09-05 21:00:00,2,0,46,50
4898,H34311,H,303.8,312.5,1525,38.0,19.757069654611847,0,0,0,0,0,0,2025-09-05 22:00:00,3,0,55,50
4899,H34312,H,303.6,312.4,1460,53.7,21.558812407859246,0,0,0,0,0,0,2025-09-05 23:00:00,3,0,53,50
4900,L52079,L,303.6,312.3,2168,17.7,23.073171185809414,0,0,0,0,0,0,2025-09-06 00:00:00,3,0,46,50
4901,L52080,L,303.6,312.4,1388,41.9,24.88212621734621,0,0,0,0,0,0,2025-09-06 01:00:00,3,0,55,50
4902,M19761,M,303.6,312.3,1630,32.4,26.1001564135671,0,0,0,0,0,0,2025-09-06 03:00:00,3,0,46,50
4903,L52082,L,303.6,312.3,1616,29.3,27.15866314114517,0,0,0,0,0,0,2025-09-06 04:00:00,3,0,52,50
4904,L52083,L,303.6,312.4,2232,16.8,27.905058636726103,0,0,0,0,0,0,2025-09-06 05:00:00,3,0,52,50
4905,H34318,H,303.6,312.4,1480,50.7,29.34741778778195,0,0,0,0,0,0,2025-09-06 06:00:00,1,0,54,50
4906,L52085,L,303.6,312.4,1363,53.1,0.0,1,0,0,0,0,0,2025-09-06 07:00:00,1,60,1,50
4907,H34320,H,303.6,312.4,1436,45.6,1.7856457843397864,0,0,0,0,0,0,2025-09-06 08:00:00,1,0,53,50
4908,M19767,M,303.6,312.5,1607,33.7,3.634654897867391,0,0,0,0,0,0,2025-09-06 09:00:00,1,0,55,50
4909,M19768,M,303.6,312.5,1459,48.2,5.280738282646048,0,0,0,0,0,0,2025-09-06 10:00:00,1,0,46,50
4910,L52089,L,303.5,312.4,1481,43.7,6.76823181703077,0,0,0,0,0,0,2025-09-06 11:00:00,1,0,55,50
4911,M19770,M,303.5,312.4,1606,31.7,7.937179722637379,0,0,0,0,0,0,2025-09-06 12:00:00,1,0,48,50
4912,L52091,L,303.5,312.3,1681,29.8,9.752199000699868,0,0,0,0,0,0,2025-09-06 13:00:00,1,0,49,50
4913,L52092,L,303.5,312.2,1511,37.1,11.352731689613654,0,0,0,0,0,0,2025-09-06 14:00:00,2,0,51,50
4914,M19773,M,303.5,312.3,1593,35.2,12.199442202628425,0,0,0,0,0,0,2025-09-06 15:00:00,2,0,47,50
4915,M19774,M,303.5,312.3,1532,41.7,13.52592606937276,0,0,0,0,0,0,2025-09-06 16:00:00,2,0,52,50
4916,H34329,H,303.5,312.3,1386,49.0,0.0,1,0,0,0,0,0,2025-09-06 17:00:00,2,60,6,50
4917,H34330,H,303.4,312.3,1769,27.9,0.9194921105224791,0,0,0,0,0,0,2025-09-06 18:00:00,2,0,48,50
4918,M19777,M,303.4,312.2,1561,38.2,2.125140482017341,0,0,0,0,0,0,2025-09-06 19:00:00,2,0,53,50
4919,L52098,L,303.3,312.2,1457,40.7,3.6662395943012767,0,0,0,0,0,0,2025-09-06 20:00:00,2,0,50,50
4920,L52099,L,303.3,312.2,1506,40.0,4.442434628923054,0,0,0,0,0,0,2025-09-06 21:00:00,2,0,49,50
4921,L52100,L,303.4,312.2,1337,69.4,5.898354344107685,0,0,0,1,0,0,2025-09-06 22:00:00,3,0,45,50
4922,L52101,L,303.4,312.3,1287,54.8,6.609572137247184,0,0,0,0,0,0,2025-09-06 23:00:00,3,0,46,50
4923,M19782,M,303.4,312.2,1615,35.7,8.199001833274364,0,0,0,0,0,0,2025-09-08 00:00:00,3,0,49,50
4924,M19783,M,303.4,312.2,1972,23.5,10.017490294912339,0,0,0,0,0,0,2025-09-08 01:00:00,3,0,49,50
4925,H34338,H,303.4,312.3,1522,42.1,11.772044234427469,0,0,0,0,0,0,2025-09-08 03:00:00,3,0,55,50
4926,L52105,L,303.4,312.3,1680,30.6,12.847984423903537,0,0,0,0,0,0,2025-09-08 04:00:00,3,0,46,50
4927,L52106,L,303.4,312.3,1502,36.0,13.655454338710054,0,0,0,0,0,0,2025-09-08 05:00:00,3,0,54,50
4928,M19787,M,303.5,312.3,1543,33.3,14.31731291454452,0,0,0,0,0,0,2025-09-08 06:00:00,1,0,52,50
4929,L52108,L,303.5,312.3,1584,35.2,15.598246612301697,0,0,0,0,0,0,2025-09-08 07:00:00,1,0,45,50
4930,L52109,L,303.5,312.4,1340,44.5,16.68028803981397,0,0,0,0,0,0,2025-09-08 08:00:00,1,0,50,50
4931,L52110,L,303.4,312.3,1663,33.9,18.46341227176074,0,0,0,0,0,0,2025-09-08 09:00:00,1,0,47,50
4932,M19791,M,303.3,312.1,1693,30.0,20.05767727169889,0,0,0,0,0,0,2025-09-08 10:00:00,1,0,53,50
4933,L52112,L,303.3,312.1,1418,44.7,21.690074871307246,0,0,0,0,0,0,2025-09-08 11:00:00,1,0,52,50
4934,H34347,H,303.4,312.2,1554,36.8,23.12890483780297,0,0,0,0,0,0,2025-09-08 12:00:00,1,0,54,50
4935,L52114,L,303.4,312.2,1580,35.8,24.82851580337223,0,0,0,0,0,0,2025-09-08 13:00:00,1,0,51,50
4936,L52115,L,303.4,312.3,1479,42.8,26.222760000238246,0,0,0,0,0,0,2025-09-08 14:00:00,2,0,46,50
4937,L52116,L,303.5,312.4,1284,70.6,0.0,1,0,0,1,0,0,2025-09-08 15:00:00,2,60,7,50
4938,L52117,L,303.4,312.3,1540,38.7,1.2886689602274286,0,0,0,0,0,0,2025-09-08 16:00:00,2,0,52,50
4939,M19798,M,303.5,312.4,1606,30.1,3.2519837508133587,0,0,0,0,0,0,2025-09-08 17:00:00,2,0,47,50
4940,L52119,L,303.6,312.5,1286,62.4,4.8527888816326215,0,0,0,0,0,0,2025-09-08 18:00:00,2,0,52,50
4941,L52120,L,303.6,312.6,1502,39.5,6.224472481526204,0,0,0,0,0,0,2025-09-08 19:00:00,2,0,48,50
4942,M19801,M,303.6,312.7,1699,31.5,7.076895325776293,0,0,0,0,0,0,2025-09-08 20:00:00,2,0,55,50
4943,L52122,L,303.5,312.6,1602,34.2,8.470807719372349,0,0,0,0,0,0,2025-09-08 21:00:00,2,0,51,50
4944,H34357,H,303.6,312.6,1436,42.0,9.551306308253812,0,0,0,0,0,0,2025-09-08 22:00:00,3,0,49,50
4945,M19804,M,303.6,312.7,1765,27.5,10.18921321213507,0,0,0,0,0,0,2025-09-08 23:00:00,3,0,50,50
4946,L52125,L,303.6,312.7,1418,44.1,10.977374670934203,0,0,0,0,0,0,2025-09-09 00:00:00,3,0,47,50
4947,M19806,M,303.7,312.7,1669,31.7,12.402443167084906,0,0,0,0,0,0,2025-09-09 01:00:00,3,0,45,50
4948,L52127,L,303.7,312.7,1395,53.9,14.389704699502659,0,0,0,0,0,0,2025-09-09 03:00:00,3,0,47,50
